# #runID ohdu lambdaBGbin
7151 6 0.223665
7151 7 0.135299
7151 8 0.209389
7151 9 0.172564
7151 10 0.064011
7151 13 0.190949
7151 14 0.168005
7151 15 0.030126
7150 2 0.211906
7150 3 0.193625
7150 4 0.206504
7150 5 0.236420
7150 6 0.201284
7150 7 0.157377
7150 8 0.211738
7150 9 0.169931
7150 10 0.066134
7150 13 0.184273
7150 14 0.162320
7150 15 0.037885
7149 2 0.202719
7149 3 0.194489
7149 4 0.200866
7149 5 0.217859
7149 6 0.227770
7149 7 0.189354
7149 8 0.212103
7149 9 0.176164
7149 10 0.066907
7149 13 0.171582
7149 14 0.130754
7149 15 0.019805
7148 2 0.213008
7148 3 0.186576
7148 4 0.199959
7148 5 0.223027
7148 6 0.268860
7148 7 0.168031
7148 8 0.228568
7148 9 0.153087
7148 10 0.067476
7148 13 0.165258
7148 14 0.159682
7148 15 0.021110
7147 2 0.210655
7147 3 0.200543
7147 4 0.203018
7147 5 0.222323
7147 6 0.256272
7147 7 0.158028
7147 8 0.215516
7147 9 0.165545
7147 10 0.074248
7147 13 0.177339
7147 14 0.136576
7147 15 0.018655
7146 2 0.211732
7146 3 0.184187
7146 4 0.174288
7146 5 0.223391
7146 6 0.222333
7146 7 0.175190
7146 8 0.205520
7146 9 0.165198
7146 10 0.082500
7146 13 0.167112
7146 14 0.139923
7146 15 0.031941
7145 2 0.242958
7145 3 0.185968
7145 4 0.198900
7145 5 0.231841
7145 6 0.232292
7145 7 0.158087
7145 8 0.211502
7145 9 0.162966
7145 10 0.055633
7145 13 0.175845
7145 14 0.144704
7145 15 0.033861
7144 2 0.212228
7144 3 0.197046
7144 4 0.209649
7144 5 0.235962
7144 6 0.260743
7144 7 0.138873
7144 8 0.224206
7144 9 0.149439
7144 10 0.077607
7144 13 0.176469
7144 14 0.131665
7144 15 0.027958
7143 2 0.236458
7143 3 0.200016
7143 4 0.194246
7143 5 0.219683
7143 6 0.227600
7143 7 0.169029
7143 8 0.226341
7143 9 0.159185
7143 10 0.059664
7143 13 0.168498
7143 14 0.161440
7143 15 0.042281
7142 2 0.236588
7142 3 0.186613
7142 4 0.190074
7142 5 0.239687
7142 6 0.232301
7142 7 0.167411
7142 8 0.230907
7142 9 0.173229
7142 10 0.081176
7142 13 0.181442
7142 14 0.144766
7142 15 0.019454
7141 2 0.228097
7141 3 0.191727
7141 4 0.211894
7141 5 0.194083
7141 6 0.250787
7141 7 0.149560
7141 8 0.231726
7141 9 0.175712
7141 10 0.098078
7141 13 0.162730
7141 14 0.144703
7141 15 0.026699
7140 2 0.219144
7140 3 0.190671
7140 4 0.199449
7140 5 0.227535
7140 6 0.274014
7140 7 0.147079
7140 8 0.222668
7140 9 0.164535
7140 10 0.075284
7140 13 0.172289
7140 14 0.130039
7140 15 0.023327
7139 2 0.254026
7139 3 0.183181
7139 4 0.195718
7139 5 0.229318
7139 6 0.219283
7139 7 0.159478
7139 8 0.232158
7139 9 0.168176
7139 10 0.057582
7139 13 0.183076
7139 14 0.142007
7139 15 0.023321
7138 2 0.226479
7138 3 0.193483
7138 4 0.209760
7138 5 0.212019
7138 6 0.239881
7138 7 0.146831
7138 8 0.227250
7138 9 0.152888
7138 10 0.098516
7138 13 0.161451
7138 14 0.145023
7138 15 0.033768
7137 2 0.228880
7137 3 0.192073
7137 4 0.201532
7137 5 0.216673
7137 6 0.209078
7137 7 0.148056
7137 8 0.244141
7137 9 0.187240
7137 10 0.073045
7137 13 0.164534
7137 14 0.146541
7137 15 0.036642
7136 2 0.210307
7136 3 0.179067
7136 4 0.200609
7136 5 0.227195
7136 6 0.202361
7136 7 0.149383
7136 8 0.243850
7136 9 0.178818
7136 10 0.096722
7136 13 0.170600
7136 14 0.139540
7136 15 0.037840
7135 2 0.200350
7135 3 0.178170
7135 4 0.185161
7135 5 0.231596
7135 6 0.252084
7135 7 0.137939
7135 8 0.239131
7135 9 0.151310
7135 10 0.065206
7135 13 0.166825
7135 14 0.138558
7135 15 0.029593
7134 2 0.242376
7134 3 0.187732
7134 4 0.224155
7134 5 0.215855
7134 6 0.235560
7134 7 0.146385
7134 8 0.243290
7134 9 0.179623
7134 10 0.075391
7134 13 0.172385
7134 14 0.127978
7134 15 0.026638
7133 2 0.214701
7133 3 0.191621
7133 4 0.167332
7133 5 0.190942
7133 6 0.193533
7133 7 0.151211
7133 8 0.238227
7133 9 0.154647
7133 10 0.072909
7133 13 0.168890
7133 14 0.141920
7133 15 0.026617
7132 2 0.226881
7132 3 0.189081
7132 4 0.218527
7132 5 0.208934
7132 6 0.233354
7132 7 0.170740
7132 8 0.214389
7132 9 0.180936
7132 10 0.079399
7132 13 0.185300
7132 14 0.151926
7132 15 0.024421
7131 2 0.248340
7131 3 0.190244
7131 4 0.211995
7131 5 0.212443
7131 6 0.205292
7131 7 0.145811
7131 8 0.229354
7131 9 0.152311
7131 10 0.071077
7131 13 0.177657
7131 14 0.141920
7131 15 0.013834
7130 2 0.247339
7130 3 0.173772
7130 4 0.179557
7130 5 0.232479
7130 6 0.213292
7130 7 0.165741
7130 8 0.225492
7130 9 0.165523
7130 10 0.061205
7130 13 0.163389
7130 14 0.125897
7130 15 0.029108
7129 2 0.216559
7129 3 0.188366
7129 4 0.194344
7129 5 0.233699
7129 6 0.236254
7129 7 0.119071
7129 8 0.224179
7129 9 0.147826
7129 10 0.077361
7129 13 0.172793
7129 14 0.162524
7129 15 0.019974
7128 2 0.241200
7128 3 0.175096
7128 4 0.195092
7128 5 0.236814
7128 6 0.252192
7128 7 0.154584
7128 8 0.250528
7128 9 0.183442
7128 10 0.074160
7128 13 0.161476
7128 14 0.139521
7128 15 0.011633
7127 2 0.205581
7127 3 0.179420
7127 4 0.195399
7127 5 0.202784
7127 6 0.213681
7127 7 0.165805
7127 8 0.224689
7127 9 0.159626
7127 10 0.092306
7127 13 0.170532
7127 14 0.141787
7127 15 0.036922
7126 2 0.244387
7126 3 0.182382
7126 4 0.207038
7126 5 0.225005
7126 6 0.225745
7126 7 0.151256
7126 8 0.210964
7126 9 0.168980
7126 10 0.091721
7126 13 0.195202
7126 14 0.156943
7126 15 0.038500
7125 2 0.218154
7125 3 0.189327
7125 4 0.209894
7125 5 0.222029
7125 6 0.250448
7125 7 0.157290
7125 8 0.234066
7125 9 0.169588
7125 10 0.079981
7125 13 0.157185
7125 14 0.166474
7125 15 0.027895
7124 2 0.227550
7124 3 0.183744
7124 4 0.175945
7124 5 0.228027
7124 6 0.274462
7124 7 0.156255
7124 8 0.231573
7124 9 0.180933
7124 10 0.079572
7124 13 0.178277
7124 14 0.167835
7124 15 0.034870
7123 2 0.220133
7123 3 0.187154
7123 4 0.191946
7123 5 0.214531
7123 6 0.239733
7123 7 0.161311
7123 8 0.201168
7123 9 0.169732
7123 10 0.098519
7123 13 0.182926
7123 14 0.155735
7123 15 0.047159
7122 2 0.242329
7122 3 0.181428
7122 4 0.187726
7122 5 0.214689
7122 6 0.232554
7122 7 0.140514
7122 8 0.222372
7122 9 0.161356
7122 10 0.073093
7122 13 0.167070
7122 14 0.130195
7122 15 0.033746
7121 2 0.232980
7121 3 0.202151
7121 4 0.190506
7121 5 0.232700
7121 6 0.232690
7121 7 0.160320
7121 8 0.199925
7121 9 0.182825
7121 10 0.080030
7121 13 0.171960
7121 14 0.137988
7121 15 0.028382
7120 2 0.212969
7120 3 0.189588
7120 4 0.189414
7120 5 0.214913
7120 6 0.173114
7120 7 0.144811
7120 8 0.227569
7120 9 0.187969
7120 10 0.074898
7120 13 0.169131
7120 14 0.139820
7120 15 0.034732
7119 2 0.234913
7119 3 0.193429
7119 4 0.190825
7119 5 0.231905
7119 6 0.244753
7119 7 0.154985
7119 8 0.199433
7119 9 0.148189
7119 10 0.102520
7119 13 0.189646
7119 14 0.149005
7119 15 0.038104
7118 2 0.235283
7118 3 0.194945
7118 4 0.191993
7118 5 0.207694
7118 6 0.229423
7118 7 0.152157
7118 8 0.219451
7118 9 0.147663
7118 10 0.065224
7118 13 0.167520
7118 14 0.153019
7118 15 0.036262
7117 2 0.226050
7117 3 0.177219
7117 4 0.181865
7117 5 0.235745
7117 6 0.232995
7117 7 0.165482
7117 8 0.222866
7117 9 0.167429
7117 10 0.077631
7117 13 0.164945
7117 14 0.131553
7117 15 0.035487
7116 2 0.208971
7116 3 0.200657
7116 4 0.184846
7116 5 0.208916
7116 6 0.272387
7116 7 0.149301
7116 8 0.228064
7116 9 0.175759
7116 10 0.077735
7116 13 0.177234
7116 14 0.146263
7116 15 0.031084
7115 2 0.216281
7115 3 0.184509
7115 4 0.201797
7115 5 0.232672
7115 6 0.275493
7115 7 0.172782
7115 8 0.213715
7115 9 0.166998
7115 10 0.085573
7115 13 0.170687
7115 14 0.120498
7115 15 0.023652
7114 2 0.221754
7114 3 0.198741
7114 4 0.190237
7114 5 0.211876
7114 6 0.289695
7114 7 0.150706
7114 8 0.235252
7114 9 0.183513
7114 10 0.052728
7114 13 0.156058
7114 14 0.152974
7114 15 0.030334
7113 2 0.223732
7113 3 0.185456
7113 4 0.201676
7113 5 0.191826
7113 6 0.202837
7113 7 0.124769
7113 8 0.223372
7113 9 0.161123
7113 10 0.078838
7113 13 0.171287
7113 14 0.143001
7113 15 0.018110
7112 2 0.236936
7112 3 0.197751
7112 4 0.212101
7112 5 0.217475
7112 6 0.220274
7112 7 0.167401
7112 8 0.219204
7112 9 0.155512
7112 10 0.058506
7112 13 0.175946
7112 14 0.145387
7112 15 0.028220
7111 2 0.243718
7111 3 0.193316
7111 4 0.181062
7111 5 0.210061
7111 6 0.239786
7111 7 0.148732
7111 8 0.229506
7111 9 0.172294
7111 10 0.073335
7111 13 0.151316
7111 14 0.149260
7111 15 0.026622
7110 2 0.227800
7110 3 0.180883
7110 4 0.183512
7110 5 0.223216
7110 6 0.242528
7110 7 0.140765
7110 8 0.226605
7110 9 0.154254
7110 10 0.062294
7110 13 0.161121
7110 14 0.135950
7110 15 0.028409
7109 2 0.214850
7109 3 0.183092
7109 4 0.192526
7109 5 0.224154
7109 6 0.245016
7109 7 0.145224
7109 8 0.204030
7109 9 0.170596
7109 10 0.065037
7109 13 0.182253
7109 14 0.125541
7109 15 0.035716
7108 2 0.219173
7108 3 0.192681
7108 4 0.186494
7108 5 0.209769
7108 6 0.221754
7108 7 0.169382
7108 8 0.225382
7108 9 0.164951
7108 10 0.082477
7108 13 0.166768
7108 14 0.154878
7108 15 0.027569
7107 2 0.216225
7107 3 0.189283
7107 4 0.185820
7107 5 0.233193
7107 6 0.219439
7107 7 0.165774
7107 8 0.229822
7107 9 0.190017
7107 10 0.065570
7107 13 0.177867
7107 14 0.144855
7107 15 0.022511
7106 2 0.208177
7106 3 0.190775
7106 4 0.185925
7106 5 0.222584
7106 6 0.259882
7106 7 0.139490
7106 8 0.206798
7106 9 0.173047
7106 10 0.069769
7106 13 0.171689
7106 14 0.156192
7106 15 0.026806
7105 2 0.216618
7105 3 0.207169
7105 4 0.214172
7105 5 0.222394
7105 6 0.204055
7105 7 0.144763
7105 8 0.227762
7105 9 0.177017
7105 10 0.049264
7105 13 0.168255
7105 14 0.143928
7105 15 0.022277
7104 2 0.220236
7104 3 0.189937
7104 4 0.185754
7104 5 0.211157
7104 6 0.219836
7104 7 0.152887
7104 8 0.223690
7104 9 0.172489
7104 10 0.065468
7104 13 0.162615
7104 14 0.145661
7104 15 0.010284
7103 2 0.207815
7103 3 0.182813
7103 4 0.186490
7103 5 0.205208
7103 6 0.242086
7103 7 0.140808
7103 8 0.208238
7103 9 0.165508
7103 10 0.061270
7103 13 0.175070
7103 14 0.138548
7103 15 0.022894
7102 2 0.227890
7102 3 0.204308
7102 4 0.208766
7102 5 0.213932
7102 6 0.248753
7102 7 0.155301
7102 8 0.238141
7102 9 0.174253
7102 10 0.081839
7102 13 0.168141
7102 14 0.141687
7102 15 0.019049
7101 2 0.212369
7101 3 0.181997
7101 4 0.182172
7101 5 0.223932
7101 6 0.235251
7101 7 0.143791
7101 8 0.217665
7101 9 0.171475
7101 10 0.092145
7101 13 0.171180
7101 14 0.146816
7101 15 0.027619
7100 2 0.209629
7100 3 0.182774
7100 4 0.179064
7100 5 0.234603
7100 6 0.242592
7100 7 0.154134
7100 8 0.213954
7100 9 0.173223
7100 10 0.082413
7100 13 0.154736
7100 14 0.147623
7100 15 0.038768
7099 2 0.252949
7099 3 0.195594
7099 4 0.187445
7099 5 0.233702
7099 6 0.263148
7099 7 0.140250
7099 8 0.224482
7099 9 0.177981
7099 10 0.089039
7099 13 0.167697
7099 14 0.150328
7099 15 0.037328
7098 2 0.208814
7098 3 0.183443
7098 4 0.192392
7098 5 0.219285
7098 6 0.244830
7098 7 0.172835
7098 8 0.203145
7098 9 0.168183
7098 10 0.075862
7098 13 0.151290
7098 14 0.152554
7098 15 0.017733
7097 2 0.251664
7097 3 0.180616
7097 4 0.211146
7097 5 0.213907
7097 6 0.247766
7097 7 0.151225
7097 8 0.206538
7097 9 0.178646
7097 10 0.064171
7097 13 0.152436
7097 14 0.141443
7097 15 0.020410
7096 2 0.231707
7096 3 0.181071
7096 4 0.209279
7096 5 0.208665
7096 6 0.182242
7096 7 0.184546
7096 8 0.206646
7096 9 0.169518
7096 10 0.096939
7096 13 0.177834
7096 14 0.150575
7096 15 0.021989
7095 2 0.224628
7095 3 0.186424
7095 4 0.221484
7095 5 0.194055
7095 6 0.171993
7095 7 0.128541
7095 8 0.213443
7095 9 0.160621
7095 10 0.075757
7095 13 0.176234
7095 14 0.133970
7095 15 0.025919
7094 2 0.236395
7094 3 0.169846
7094 4 0.201428
7094 5 0.239575
7094 6 0.245215
7094 7 0.169511
7094 8 0.223766
7094 9 0.163118
7094 10 0.076571
7094 13 0.177723
7094 14 0.144133
7094 15 0.025685
7093 2 0.217263
7093 3 0.199770
7093 4 0.197469
7093 5 0.230180
7093 6 0.234865
7093 7 0.162506
7093 8 0.232005
7093 9 0.146434
7093 10 0.082782
7093 13 0.182369
7093 14 0.145419
7093 15 0.030133
7092 2 0.214463
7092 3 0.181993
7092 4 0.192111
7092 5 0.222311
7092 6 0.216531
7092 7 0.159735
7092 8 0.208955
7092 9 0.176185
7092 10 0.091523
7092 13 0.148172
7092 14 0.133712
7092 15 0.016996
7091 2 0.204906
7091 3 0.187048
7091 4 0.189503
7091 5 0.211891
7091 6 0.258429
7091 7 0.151827
7091 8 0.217335
7091 9 0.182198
7091 10 0.071577
7091 13 0.172414
7091 14 0.134250
7091 15 0.027764
7090 2 0.192550
7090 3 0.185856
7090 4 0.191182
7090 5 0.214857
7090 6 0.246622
7090 7 0.155099
7090 8 0.253326
7090 9 0.189306
7090 10 0.087464
7090 13 0.167701
7090 14 0.143987
7090 15 0.029938
7089 2 0.246538
7089 3 0.175465
7089 4 0.214384
7089 5 0.230513
7089 6 0.222144
7089 7 0.166807
7089 8 0.222419
7089 9 0.161920
7089 10 0.074655
7089 13 0.180581
7089 14 0.154292
7089 15 0.035697
7088 2 0.231195
7088 3 0.177947
7088 4 0.184578
7088 5 0.217723
7088 6 0.228863
7088 7 0.151681
7088 8 0.224328
7088 9 0.179023
7088 10 0.081841
7088 13 0.177834
7088 14 0.141661
7088 15 0.005146
7087 2 0.233285
7087 3 0.157783
7087 4 0.199241
7087 5 0.236236
7087 6 0.206906
7087 7 0.148444
7087 8 0.220736
7087 9 0.188738
7087 10 0.081193
7087 13 0.169136
7087 14 0.158801
7087 15 0.012100
7086 2 0.209776
7086 3 0.187739
7086 4 0.208629
7086 5 0.233372
7086 6 0.246366
7086 7 0.147227
7086 8 0.198840
7086 9 0.172917
7086 10 0.093300
7086 13 0.173559
7086 14 0.128418
7086 15 0.016418
7085 2 0.214973
7085 3 0.195717
7085 4 0.187332
7085 5 0.227565
7085 6 0.263842
7085 7 0.169214
7085 8 0.207285
7085 9 0.176163
7085 10 0.055648
7085 13 0.174831
7085 14 0.159118
7085 15 0.026492
7084 2 0.211299
7084 3 0.191214
7084 4 0.215535
7084 5 0.217861
7084 6 0.215226
7084 7 0.144424
7084 8 0.209977
7084 9 0.164249
7084 10 0.078140
7084 13 0.185242
7084 14 0.145178
7084 15 0.039561
7083 2 0.211176
7083 3 0.169722
7083 4 0.215427
7083 5 0.216419
7083 6 0.230356
7083 7 0.165442
7083 8 0.210530
7083 9 0.178032
7083 10 0.087105
7083 13 0.187797
7083 14 0.173277
7083 15 0.020693
7082 2 0.246587
7082 3 0.175060
7082 4 0.205737
7082 5 0.217516
7082 6 0.203592
7082 7 0.167768
7082 8 0.211705
7082 9 0.171931
7082 10 0.084216
7082 13 0.195058
7082 14 0.167353
7082 15 0.025313
7081 2 0.229351
7081 3 0.178034
7081 4 0.203286
7081 5 0.216867
7081 6 0.265475
7081 7 0.155583
7081 8 0.225849
7081 9 0.169873
7081 10 0.092161
7081 13 0.154840
7081 14 0.145945
7081 15 0.027247
7080 2 0.225167
7080 3 0.195260
7080 4 0.200245
7080 5 0.220058
7080 6 0.242216
7080 7 0.157305
7080 8 0.240831
7080 9 0.151487
7080 10 0.074670
7080 13 0.188160
7080 14 0.140767
7080 15 0.016153
7079 2 0.212495
7079 3 0.189862
7079 4 0.171534
7079 5 0.210756
7079 6 0.193578
7079 7 0.178806
7079 8 0.218418
7079 9 0.167993
7079 10 0.056046
7079 13 0.174029
7079 14 0.145697
7079 15 0.039139
7078 2 0.234633
7078 3 0.178317
7078 4 0.205313
7078 5 0.223039
7078 6 0.226067
7078 7 0.170977
7078 8 0.223793
7078 9 0.146666
7078 10 0.070106
7078 13 0.199112
7078 14 0.143937
7078 15 0.029619
7077 2 0.248639
7077 3 0.172514
7077 4 0.196077
7077 5 0.232604
7077 6 0.250439
7077 7 0.179482
7077 8 0.223445
7077 9 0.158025
7077 10 0.085404
7077 13 0.190813
7077 14 0.153283
7077 15 0.039964
7076 2 0.212609
7076 3 0.193564
7076 4 0.208935
7076 5 0.201361
7076 6 0.265584
7076 7 0.143436
7076 8 0.217423
7076 9 0.167548
7076 10 0.091859
7076 13 0.175487
7076 14 0.132055
7076 15 0.047115
7075 2 0.231443
7075 3 0.188096
7075 4 0.203318
7075 5 0.235099
7075 6 0.209486
7075 7 0.147466
7075 8 0.225372
7075 9 0.177596
7075 10 0.093251
7075 13 0.169197
7075 14 0.173186
7075 15 0.030047
7074 2 0.363551
7074 3 0.264201
7074 4 0.291895
7074 5 0.316115
7074 6 0.353186
7074 7 0.253355
7074 8 0.284984
7074 9 0.220913
7074 10 0.113186
7074 13 0.232694
7074 14 0.228754
7074 15 0.023504
7073 2 0.198164
7073 3 0.186661
7073 4 0.196530
7073 5 0.207772
7073 6 0.233638
7073 7 0.164200
7073 8 0.206615
7073 9 0.150915
7073 10 0.055923
7073 13 0.169810
7073 14 0.146048
7073 15 0.020535
7072 2 0.214279
7072 3 0.184110
7072 4 0.234408
7072 5 0.195527
7072 6 0.192997
7072 7 0.150700
7072 8 0.219416
7072 9 0.155465
7072 10 0.070566
7072 13 0.180500
7072 14 0.133158
7072 15 0.035107
7071 2 0.234976
7071 3 0.202854
7071 4 0.163427
7071 5 0.233109
7071 6 0.238567
7071 7 0.144326
7071 8 0.235129
7071 9 0.161201
7071 10 0.066889
7071 13 0.179184
7071 14 0.165818
7071 15 0.021185
7070 2 0.198594
7070 3 0.183969
7070 4 0.190241
7070 5 0.224132
7070 6 0.237620
7070 7 0.158737
7070 8 0.225222
7070 9 0.164128
7070 10 0.074307
7070 13 0.169162
7070 14 0.139453
7070 15 0.024060
7069 2 0.227116
7069 3 0.191692
7069 4 0.212259
7069 5 0.231854
7069 6 0.247488
7069 7 0.172056
7069 8 0.219143
7069 9 0.149490
7069 10 0.079343
7069 13 0.157304
7069 14 0.175721
7069 15 0.023785
7068 2 0.229913
7068 3 0.198270
7068 4 0.202023
7068 5 0.216366
7068 6 0.243366
7068 7 0.173052
7068 8 0.233694
7068 9 0.158692
7068 10 0.082213
7068 13 0.173398
7068 14 0.136558
7068 15 0.026829
7067 2 0.231468
7067 3 0.190309
7067 4 0.163610
7067 5 0.217843
7067 6 0.247666
7067 7 0.165892
7067 8 0.218752
7067 9 0.161469
7067 10 0.072085
7067 13 0.169653
7067 14 0.157125
7067 15 0.025486
7066 2 0.212373
7066 3 0.192783
7066 4 0.193415
7066 5 0.218397
7066 6 0.262814
7066 7 0.143115
7066 8 0.214898
7066 9 0.179555
7066 10 0.079200
7066 13 0.149442
7066 14 0.143992
7066 15 0.029631
7065 2 0.180040
7065 3 0.194767
7065 4 0.188194
7065 5 0.210398
7065 6 0.189741
7065 7 0.134558
7065 8 0.218434
7065 9 0.163493
7065 10 0.067030
7065 13 0.176611
7065 14 0.147511
7065 15 0.016661
7064 2 0.205509
7064 3 0.191333
7064 4 0.194909
7064 5 0.214309
7064 6 0.233887
7064 7 0.138471
7064 8 0.229329
7064 9 0.162057
7064 10 0.061953
7064 13 0.169442
7064 14 0.148169
7064 15 0.023188
7063 2 0.221607
7063 3 0.171774
7063 4 0.212345
7063 5 0.217244
7063 6 0.197214
7063 7 0.195197
7063 8 0.190617
7063 9 0.163293
7063 10 0.078132
7063 13 0.175159
7063 14 0.148510
7063 15 0.021715
7062 2 0.224268
7062 3 0.191140
7062 4 0.202218
7062 5 0.199443
7062 6 0.192450
7062 7 0.149510
7062 8 0.218976
7062 9 0.175851
7062 10 0.077398
7062 13 0.172744
7062 14 0.152239
7062 15 0.025584
7061 2 0.222405
7061 3 0.180259
7061 4 0.192274
7061 5 0.190172
7061 6 0.215109
7061 7 0.152379
7061 8 0.209243
7061 9 0.140284
7061 10 0.057219
7061 13 0.168452
7061 14 0.143663
7061 15 0.009612
7060 2 0.230236
7060 3 0.189944
7060 4 0.199778
7060 5 0.201879
7060 6 0.300474
7060 7 0.155766
7060 8 0.231984
7060 9 0.163572
7060 10 0.082631
7060 13 0.177461
7060 14 0.134742
7060 15 0.015353
7059 2 0.185818
7059 3 0.201324
7059 4 0.176147
7059 5 0.216495
7059 6 0.232409
7059 7 0.164284
7059 8 0.227361
7059 9 0.161031
7059 10 0.054171
7059 13 0.190469
7059 14 0.141908
7059 15 0.032314
7058 2 0.242525
7058 3 0.196603
7058 4 0.179975
7058 5 0.215776
7058 6 0.249718
7058 7 0.156701
7058 8 0.217151
7058 9 0.184283
7058 10 0.089248
7058 13 0.165098
7058 14 0.168278
7058 15 0.026261
7057 2 0.215904
7057 3 0.201569
7057 4 0.204662
7057 5 0.210875
7057 6 0.184026
7057 7 0.166003
7057 8 0.203942
7057 9 0.156208
7057 10 0.083410
7057 13 0.166683
7057 14 0.129784
7057 15 0.027265
7056 2 0.194997
7056 3 0.200301
7056 4 0.196792
7056 5 0.217720
7056 6 0.196162
7056 7 0.168248
7056 8 0.215671
7056 9 0.151453
7056 10 0.065742
7056 13 0.176249
7056 14 0.152552
7056 15 0.014814
7055 2 0.188597
7055 3 0.177832
7055 4 0.201406
7055 5 0.204782
7055 6 0.245207
7055 7 0.158738
7055 8 0.241007
7055 9 0.154650
7055 10 0.077086
7055 13 0.169799
7055 14 0.134936
7055 15 0.018308
7054 2 0.206677
7054 3 0.189473
7054 4 0.177627
7054 5 0.235347
7054 6 0.278541
7054 7 0.136543
7054 8 0.206515
7054 9 0.191089
7054 10 0.079813
7054 13 0.172979
7054 14 0.152075
7054 15 0.025937
7053 2 0.242065
7053 3 0.166830
7053 4 0.197185
7053 5 0.199487
7053 6 0.246180
7053 7 0.133896
7053 8 0.209503
7053 9 0.140978
7053 10 0.077358
7053 13 0.154731
7053 14 0.144162
7053 15 0.028181
7052 2 0.186132
7052 3 0.178359
7052 4 0.217203
7052 5 0.206247
7052 6 0.250384
7052 7 0.139983
7052 8 0.216700
7052 9 0.180055
7052 10 0.084030
7052 13 0.171592
7052 14 0.143676
7052 15 0.025938
7051 2 0.199236
7051 3 0.215186
7051 4 0.199600
7051 5 0.235736
7051 6 0.261029
7051 7 0.153310
7051 8 0.226609
7051 9 0.175313
7051 10 0.047709
7051 13 0.182535
7051 14 0.127995
7051 15 0.031748
7050 2 0.207062
7050 3 0.186795
7050 4 0.211239
7050 5 0.215560
7050 6 0.191583
7050 7 0.167963
7050 8 0.224074
7050 9 0.171627
7050 10 0.083893
7050 13 0.176196
7050 14 0.135805
7050 15 0.023203
7049 2 0.220021
7049 3 0.167809
7049 4 0.205240
7049 5 0.224235
7049 6 0.243276
7049 7 0.166934
7049 8 0.211352
7049 9 0.184745
7049 10 0.071460
7049 13 0.181484
7049 14 0.156981
7049 15 0.012337
7048 2 0.188501
7048 3 0.183205
7048 4 0.180028
7048 5 0.215701
7048 6 0.242996
7048 7 0.125729
7048 8 0.197466
7048 9 0.164553
7048 10 0.066266
7048 13 0.163628
7048 14 0.132520
7048 15 0.019024
7047 2 0.209850
7047 3 0.185283
7047 4 0.200085
7047 5 0.226886
7047 6 0.256186
7047 7 0.139687
7047 8 0.223949
7047 9 0.184973
7047 10 0.062454
7047 13 0.169500
7047 14 0.135582
7047 15 0.023644
7046 2 0.221846
7046 3 0.177318
7046 4 0.193288
7046 5 0.228495
7046 6 0.232131
7046 7 0.145598
7046 8 0.200074
7046 9 0.168373
7046 10 0.085357
7046 13 0.165081
7046 14 0.117530
7046 15 0.015930
7045 2 0.206409
7045 3 0.192705
7045 4 0.191016
7045 5 0.210173
7045 6 0.224222
7045 7 0.100492
7045 8 0.242161
7045 9 0.154856
7045 10 0.057300
7045 13 0.164094
7045 14 0.122290
7045 15 0.023637
7044 2 0.219234
7044 3 0.199400
7044 4 0.219333
7044 5 0.223080
7044 6 0.216060
7044 7 0.128361
7044 8 0.217437
7044 9 0.138347
7044 10 0.077097
7044 13 0.163698
7044 14 0.148149
7044 15 0.010727
7043 2 0.209050
7043 3 0.190000
7043 4 0.203469
7043 5 0.220757
7043 6 0.236283
7043 7 0.149902
7043 8 0.205143
7043 9 0.164721
7043 10 0.093011
7043 13 0.155259
7043 14 0.161652
7043 15 0.012748
7042 2 0.198711
7042 3 0.205837
7042 4 0.185352
7042 5 0.200133
7042 6 0.251027
7042 7 0.136630
7042 8 0.226670
7042 9 0.178638
7042 10 0.079162
7042 13 0.167536
7042 14 0.141817
7042 15 0.035599
7041 2 0.225470
7041 3 0.171375
7041 4 0.169844
7041 5 0.228305
7041 6 0.228456
7041 7 0.152020
7041 8 0.213299
7041 9 0.166782
7041 10 0.098430
7041 13 0.172403
7041 14 0.157764
7041 15 0.039213
7040 2 0.214658
7040 3 0.184521
7040 4 0.191515
7040 5 0.222543
7040 6 0.244618
7040 7 0.156633
7040 8 0.213880
7040 9 0.166407
7040 10 0.080412
7040 13 0.158225
7040 14 0.159731
7040 15 0.033962
7039 2 0.179638
7039 3 0.172283
7039 4 0.176566
7039 5 0.216177
7039 6 0.254900
7039 7 0.148468
7039 8 0.222365
7039 9 0.166827
7039 10 0.054916
7039 13 0.161035
7039 14 0.147070
7039 15 0.025704
7038 2 0.244075
7038 3 0.172824
7038 4 0.203725
7038 5 0.219727
7038 6 0.236060
7038 7 0.132091
7038 8 0.228389
7038 9 0.157971
7038 10 0.068154
7038 13 0.171358
7038 14 0.129148
7038 15 0.016129
7037 2 0.219128
7037 3 0.182698
7037 4 0.173729
7037 5 0.200281
7037 6 0.243555
7037 7 0.168486
7037 8 0.219817
7037 9 0.148481
7037 10 0.097795
7037 13 0.168252
7037 14 0.120025
7037 15 0.023799
7036 2 0.214958
7036 3 0.203599
7036 4 0.204859
7036 5 0.226748
7036 6 0.221607
7036 7 0.160437
7036 8 0.211352
7036 9 0.157106
7036 10 0.085137
7036 13 0.169088
7036 14 0.129704
7036 15 0.020157
7035 2 0.234741
7035 3 0.157735
7035 4 0.194475
7035 5 0.221421
7035 6 0.194098
7035 7 0.127997
7035 8 0.216033
7035 9 0.159523
7035 10 0.061988
7035 13 0.175280
