# #runID ohdu sigmaOSbin
7841 2 11.583187
7841 3 12.145336
7841 4 11.288250
7841 5 11.375997
7841 6 14.676417
7841 7 10.938807
7841 8 18.443392
7841 9 13.431321
7841 10 12.468765
7841 11 6.515304
7841 12 7.519146
7841 13 12.944396
7841 14 12.283240
7841 15 12.691492
7840 2 11.569573
7840 3 12.147968
7840 4 11.324281
7840 5 11.386288
7840 6 14.695200
7840 7 10.917524
7840 8 18.388512
7840 9 13.437423
7840 10 12.457489
7840 11 6.508074
7840 12 7.984221
7840 13 12.930396
7840 14 12.229886
7840 15 12.786988
7839 2 11.552323
7839 3 12.124419
7839 4 11.309394
7839 5 11.386201
7839 6 14.643656
7839 7 10.900990
7839 8 18.459785
7839 9 13.435044
7839 10 12.449488
7839 11 6.532266
7839 12 7.570887
7839 13 12.880930
7839 14 12.204196
7839 15 12.749118
7838 2 11.586109
7838 3 12.092142
7838 4 11.316512
7838 5 11.373870
7838 6 14.659959
7838 7 10.857105
7838 8 18.416608
7838 9 13.431768
7838 10 12.495427
7838 11 6.497016
7838 12 7.424308
7838 13 12.954952
7838 14 12.306416
7838 15 12.748229
7837 2 11.574328
7837 3 12.135691
7837 4 11.306980
7837 5 11.373047
7837 6 14.645292
7837 7 10.912288
7837 8 18.458256
7837 9 13.470291
7837 10 12.433976
7837 11 6.526537
7837 12 7.528588
7837 13 12.913650
7837 14 12.231712
7837 15 12.741571
7836 2 11.584436
7836 3 12.100471
7836 4 11.300847
7836 5 11.386315
7836 6 14.606068
7836 7 10.943827
7836 8 18.319679
7836 9 13.478333
7836 10 12.444860
7836 11 6.494293
7836 12 7.549801
7836 13 12.892544
7836 14 12.195785
7836 15 12.708978
7835 2 11.600055
7835 3 12.162543
7835 4 11.294833
7835 5 11.353443
7835 6 14.571047
7835 7 10.910533
7835 8 18.352328
7835 9 13.473810
7835 10 12.405451
7835 11 6.483580
7835 12 7.597152
7835 13 12.923495
7835 14 12.171838
7835 15 12.728864
7834 2 11.592278
7834 3 12.157708
7834 4 11.266914
7834 5 11.347994
7834 6 14.557145
7834 7 10.913192
7834 8 18.341597
7834 9 13.427458
7834 10 12.453905
7834 11 6.517873
7834 12 7.561567
7834 13 12.880023
7834 14 12.206752
7834 15 12.720365
7833 2 11.555345
7833 3 12.150484
7833 4 11.279415
7833 5 11.376031
7833 6 14.642741
7833 7 10.874037
7833 8 18.291746
7833 9 13.488406
7833 10 12.436787
7833 11 6.520403
7833 12 7.545145
7833 13 12.931417
7833 14 12.261433
7833 15 12.715828
7832 2 11.572927
7832 3 12.124154
7832 4 11.284251
7832 5 11.404196
7832 6 14.660340
7832 7 10.877271
7832 8 18.296240
7832 9 13.422779
7832 10 12.464510
7832 11 6.504584
7832 12 7.572533
7832 13 12.871758
7832 14 12.210290
7832 15 12.690350
7831 2 11.590038
7831 3 12.095601
7831 4 11.317060
7831 5 11.381983
7831 6 14.643885
7831 7 10.888674
7831 8 18.542275
7831 9 13.437163
7831 10 12.489621
7831 11 6.506510
7831 12 7.549224
7831 13 12.887732
7831 14 12.214609
7831 15 12.674696
7830 2 11.567386
7830 3 12.152953
7830 4 11.260003
7830 5 11.398002
7830 6 14.592530
7830 7 10.913219
7830 8 18.363815
7830 9 13.385806
7830 10 12.412897
7830 11 6.514217
7830 12 0.014666
7830 13 12.880933
7830 14 12.196344
7830 15 12.724626
7829 2 11.608699
7829 3 12.175920
7829 4 11.275340
7829 5 11.364786
7829 6 14.544757
7829 7 10.913056
7829 8 18.536626
7829 9 13.506102
7829 10 12.443955
7829 11 6.512110
7829 12 7.624555
7829 13 12.892005
7829 14 12.230815
7829 15 12.708501
7828 2 11.597461
7828 3 12.185769
7828 4 11.250325
7828 5 11.358477
7828 6 14.594956
7828 7 10.934659
7828 8 18.524929
7828 9 13.430528
7828 10 12.465969
7828 11 6.508239
7828 12 7.508870
7828 13 12.920751
7828 14 12.323459
7828 15 12.706631
7827 2 11.546084
7827 3 12.140448
7827 4 11.301011
7827 5 11.386435
7827 6 14.648856
7827 7 10.907506
7827 8 18.628407
7827 9 13.427661
7827 10 12.459709
7827 11 6.500479
7827 12 7.417897
7827 13 12.929888
7827 14 12.320154
7827 15 12.714405
7826 2 11.573703
7826 3 12.114521
7826 4 11.322481
7826 5 11.372398
7826 6 14.619779
7826 7 10.932850
7826 8 18.428159
7826 9 13.432084
7826 10 12.444497
7826 11 6.518716
7826 12 7.412744
7826 13 12.871924
7826 14 12.212149
7826 15 12.723874
7825 2 11.577315
7825 3 12.120332
7825 4 11.314944
7825 5 11.408183
7825 6 14.637623
7825 7 10.928327
7825 8 18.468902
7825 9 13.448957
7825 10 12.433804
7825 11 6.516045
7825 12 7.818737
7825 13 12.912426
7825 14 12.177324
7825 15 12.673536
7824 2 11.604402
7824 3 12.179025
7824 4 11.300973
7824 5 11.405714
7824 6 14.609369
7824 7 10.918764
7824 8 18.323405
7824 9 13.450222
7824 10 12.451952
7824 11 6.503729
7824 12 7.712629
7824 13 12.925101
7824 14 12.273945
7824 15 12.735729
7823 2 11.572285
7823 3 12.119825
7823 4 11.313966
7823 5 11.378186
7823 6 14.614583
7823 7 10.941106
7823 8 18.326195
7823 9 13.479622
7823 10 12.470041
7823 11 6.514992
7823 12 7.933453
7823 13 12.906973
7823 14 12.233409
7823 15 12.714656
7822 2 11.561783
7822 3 12.164542
7822 4 11.325176
7822 5 11.347942
7822 6 14.612591
7822 7 10.901283
7822 8 18.525366
7822 9 13.455779
7822 10 12.447320
7822 11 6.529047
7822 12 7.763474
7822 13 12.921135
7822 14 12.229829
7822 15 12.761868
7821 2 11.557170
7821 3 12.125521
7821 4 11.326950
7821 5 11.352381
7821 6 14.631554
7821 7 10.855301
7821 8 18.420901
7821 9 13.425737
7821 10 12.486177
7821 11 0.024592
7821 12 7.300674
7821 13 12.864135
7821 14 12.233785
7821 15 12.700614
7820 2 11.543303
7820 3 12.129839
7820 4 11.264302
7820 5 11.365341
7820 6 14.653885
7820 7 10.907138
7820 8 18.524935
7820 9 13.459438
7820 10 12.455459
7820 11 6.523292
7820 12 7.316753
7820 13 12.927129
7820 14 12.238130
7820 15 12.717108
7819 2 11.568938
7819 3 12.106588
7819 4 11.299138
7819 5 11.404124
7819 6 14.723586
7819 7 10.947677
7819 8 18.333467
7819 9 13.481422
7819 10 12.482697
7819 11 6.524250
7819 12 7.939009
7819 13 12.927569
7819 14 12.205008
7819 15 12.713153
7818 2 11.544903
7818 3 12.162644
7818 4 11.304991
7818 5 11.401488
7818 6 14.628355
7818 7 10.925694
7818 8 18.429688
7818 9 13.443897
7818 10 12.434969
7818 11 6.511489
7818 12 8.019444
7818 13 12.916786
7818 14 12.217763
7818 15 12.769290
7817 2 11.577114
7817 3 12.099570
7817 4 11.303116
7817 5 11.378580
7817 6 14.601560
7817 7 10.967514
7817 8 18.512265
7817 9 13.479130
7817 10 12.424463
7817 11 6.513560
7817 12 7.504346
7817 13 12.878820
7817 14 12.208174
7817 15 12.762877
7816 2 11.578685
7816 3 12.150557
7816 4 11.275520
7816 5 11.356966
7816 6 14.661950
7816 7 10.884984
7816 8 18.373625
7816 9 13.502127
7816 10 12.466715
7816 11 6.491626
7816 12 7.463650
7816 13 12.925557
7816 14 12.190635
7816 15 12.717107
7815 2 11.586106
7815 3 12.143644
7815 4 11.298312
7815 5 11.362534
7815 6 14.658156
7815 7 10.849916
7815 8 18.502896
7815 9 13.471355
7815 10 12.432570
7815 11 6.496444
7815 12 7.489797
7815 13 12.931943
7815 14 12.234302
7815 15 12.785608
7814 2 11.559166
7814 3 12.128079
7814 4 11.288170
7814 5 11.376203
7814 6 14.593753
7814 7 10.870666
7814 8 18.303862
7814 9 13.498094
7814 10 12.457747
7814 11 6.519521
7814 12 7.566944
7814 13 12.894002
7814 14 12.194754
7814 15 12.710289
7813 2 11.563804
7813 3 12.153251
7813 4 11.289671
7813 5 11.349273
7813 6 14.553377
7813 7 10.949555
7813 8 18.324482
7813 9 13.440762
7813 10 12.449464
7813 11 6.501071
7813 12 7.553205
7813 13 12.897780
7813 14 12.234804
7813 15 12.751846
7812 2 11.558744
7812 3 12.150999
7812 4 11.297708
7812 5 11.398339
7812 6 14.574567
7812 7 10.955550
7812 8 18.389921
7812 9 13.402578
7812 10 12.451611
7812 11 0.022802
7812 12 7.429531
7812 13 12.887597
7812 14 12.176244
7812 15 12.735757
7811 2 11.588547
7811 3 12.171445
7811 4 11.297799
7811 5 11.377424
7811 6 14.538933
7811 7 10.932115
7811 8 18.535700
7811 9 13.457197
7811 10 12.444657
7811 11 6.509000
7811 12 7.538669
7811 13 12.904718
7811 14 12.230957
7811 15 12.737028
7810 2 11.582569
7810 3 12.153551
7810 4 11.275948
7810 5 11.396103
7810 6 14.584733
7810 7 10.909543
7810 8 18.398390
7810 9 13.447512
7810 10 12.449800
7810 11 6.513254
7810 12 7.545749
7810 13 12.971222
7810 14 12.271989
7810 15 12.760411
7809 2 11.610028
7809 3 12.103395
7809 4 11.275698
7809 5 11.364984
7809 6 14.644326
7809 7 10.937207
7809 8 18.468932
7809 9 13.448987
7809 10 12.470271
7809 11 6.529179
7809 12 7.579978
7809 13 12.924914
7809 14 12.243154
7809 15 12.702581
7808 2 11.582914
7808 3 12.115259
7808 4 11.305347
7808 5 11.359549
7808 6 14.665584
7808 7 10.971698
7808 8 18.312237
7808 9 13.440706
7808 10 12.495470
7808 11 6.503241
7808 12 7.383704
7808 13 12.922372
7808 14 12.182324
7808 15 12.712280
7807 2 11.592660
7807 3 12.100056
7807 4 11.365719
7807 5 11.402892
7807 6 14.620645
7807 7 10.987817
7807 8 18.331799
7807 9 13.455637
7807 10 12.491650
7807 11 6.515062
7807 12 7.336031
7807 13 12.893813
7807 14 12.199948
7807 15 12.695655
7806 2 11.607507
7806 3 12.128198
7806 4 11.309581
7806 5 11.372129
7806 6 14.647295
7806 7 10.975755
7806 8 18.388547
7806 9 13.449842
7806 10 12.528120
7806 11 6.509028
7806 12 7.405513
7806 13 12.868715
7806 14 12.277098
7806 15 12.693538
7805 2 11.624046
7805 3 12.119495
7805 4 11.320243
7805 5 11.374481
7805 6 14.612778
7805 7 10.954892
7805 8 18.262319
7805 9 13.491559
7805 10 12.464227
7805 11 6.531168
7805 12 7.784244
7805 13 12.879491
7805 14 0.114865
7805 15 12.708482
7804 2 11.593515
7804 3 12.122852
7804 4 11.317084
7804 5 11.412500
7804 6 14.647986
7804 7 10.903447
7804 8 17.834057
7804 9 13.494026
7804 10 12.516482
7804 11 6.519057
7804 12 7.823064
7804 13 12.906835
7804 14 12.275674
7804 15 12.729227
7802 2 11.579765
7802 3 12.152357
7802 4 11.282535
7802 5 11.382796
7802 6 14.621371
7802 7 10.899673
7802 8 18.327801
7802 9 13.199390
7802 10 12.399382
7802 11 6.532492
7802 12 7.915957
7802 13 12.879287
7802 14 12.216515
7802 15 12.749576
7801 2 11.555103
7801 3 12.148643
7801 4 11.295899
7801 5 11.380696
7801 6 14.622873
7801 7 10.922250
7801 8 18.408215
7801 9 13.219611
7801 10 12.453423
7801 11 6.512834
7801 12 7.853603
7801 13 12.899406
7801 14 12.233236
7801 15 12.777676
7800 2 11.563835
7800 3 12.147771
7800 4 11.324268
7800 5 11.391140
7800 6 14.606975
7800 7 10.957004
7800 8 18.300238
7800 9 13.190286
7800 10 12.443190
7800 11 6.505922
7800 12 7.825237
7800 13 12.918306
7800 14 12.278925
7800 15 12.764309
7799 2 11.576936
7799 3 12.150491
7799 4 11.306920
7799 5 11.400812
7799 6 14.597951
7799 7 10.938694
7799 8 18.062760
7799 9 13.221596
7799 10 12.446950
7799 11 6.501427
7799 12 7.974181
7799 13 12.944930
7799 14 12.320315
7799 15 12.762098
7798 2 11.591434
7798 3 12.144467
7798 4 11.309251
7798 5 11.396927
7798 6 14.646383
7798 7 10.957234
7798 8 18.493481
7798 9 13.213576
7798 10 12.456112
7798 11 6.529123
7798 12 7.640076
7798 13 12.948339
7798 14 12.240551
7798 15 12.798345
7797 2 11.586660
7797 3 12.178501
7797 4 11.286375
7797 5 11.410126
7797 6 14.637886
7797 7 10.897693
7797 8 18.524576
7797 9 13.140689
7797 10 12.443058
7797 11 6.513678
7797 12 7.562572
7797 13 12.976996
7797 14 12.256024
7797 15 12.762980
7796 2 11.577212
7796 3 12.146575
7796 4 11.273723
7796 5 11.388006
7796 6 14.607674
7796 7 10.941145
7796 8 18.323932
7796 9 13.262106
7796 10 12.476694
7796 11 6.524460
7796 12 7.508708
7796 13 12.964580
7796 14 12.296906
7796 15 12.749143
7795 2 11.592040
7795 3 12.114761
7795 4 11.357857
7795 5 11.394405
7795 6 14.671928
7795 7 10.937713
7795 8 17.849605
7795 9 13.234200
7795 10 12.464875
7795 11 6.500166
7795 12 7.477806
7795 13 12.998486
7795 14 12.343255
7795 15 12.716032
7794 2 11.565333
7794 3 12.150723
7794 4 11.294328
7794 5 11.380142
7794 6 14.585378
7794 7 10.949427
7794 8 18.520065
7794 9 13.283305
7794 10 12.456034
7794 11 6.522920
7794 12 7.546356
7794 13 12.957490
7794 14 12.245199
7794 15 12.810471
7793 2 11.602784
7793 3 12.154789
7793 4 11.301652
7793 5 11.405702
7793 6 14.615119
7793 7 10.984209
7793 8 18.323775
7793 9 13.240188
7793 10 12.455308
7793 11 6.515297
7793 12 7.484054
7793 13 12.942803
7793 14 12.203903
7793 15 12.787982
7792 2 11.594647
7792 3 12.175701
7792 4 11.314425
7792 5 11.402945
7792 6 14.596983
7792 7 10.936381
7792 8 18.395127
7792 9 13.221799
7792 10 12.447265
7792 11 6.519397
7792 12 7.564769
7792 13 12.972245
7792 14 12.329062
7792 15 12.722077
7791 2 11.624228
7791 3 12.142887
7791 4 11.335394
7791 5 11.382180
7791 6 14.678005
7791 7 10.954726
7791 8 18.388447
7791 9 13.156214
7791 10 12.479434
7791 11 6.516726
7791 12 7.625094
7791 13 12.934713
7791 14 12.251171
7791 15 12.786088
7790 2 11.649354
7790 3 12.119920
7790 4 11.363312
7790 5 11.431761
7790 6 14.632903
7790 7 11.007451
7790 8 18.506553
7790 9 13.238905
7790 10 12.416863
7790 11 6.521395
7790 12 7.478976
7790 13 12.960908
7790 14 12.241892
7790 15 12.785349
7789 2 11.597073
7789 3 12.117215
7789 4 11.376500
7789 5 11.421013
7789 6 14.662220
7789 7 11.013679
7789 8 18.434011
7789 9 13.202340
7789 10 12.407506
7789 11 6.518740
7789 12 7.560437
7789 13 12.926065
7789 14 12.231138
7789 15 12.796859
7788 2 11.621565
7788 3 12.107927
7788 4 11.325426
7788 5 11.438074
7788 6 14.651848
7788 7 10.946194
7788 8 18.432280
7788 9 13.249839
7788 10 12.442725
7788 11 0.017105
7788 12 7.455661
7788 13 12.935837
7788 14 12.349834
7788 15 12.769549
7787 2 11.633966
7787 3 12.091341
7787 4 11.321056
7787 5 11.391965
7787 6 14.681710
7787 7 11.024508
7787 8 18.380243
7787 9 13.224601
7787 10 12.400949
7787 11 6.534464
7787 12 7.561142
7787 13 12.925065
7787 14 12.275765
7787 15 12.803167
7786 2 11.642382
7786 3 12.145698
7786 4 11.366218
7786 5 11.430984
7786 6 14.684281
7786 7 10.976161
7786 8 18.462448
7786 9 13.263645
7786 10 12.391377
7786 11 6.514742
7786 12 7.588288
7786 13 12.972153
7786 14 12.357213
7786 15 12.805041
7785 2 11.642917
7785 3 12.124987
7785 4 11.359846
7785 5 11.439446
7785 6 14.667080
7785 7 11.007246
7785 8 18.271502
7785 9 13.266958
7785 10 12.406704
7785 11 6.511998
7785 12 7.492156
7785 13 12.945909
7785 14 12.339977
7785 15 12.771008
7784 2 11.618090
7784 3 12.196210
7784 4 11.330896
7784 5 11.425832
7784 6 14.630734
7784 7 10.943950
7784 8 18.451401
7784 9 13.287235
7784 10 12.492448
7784 11 6.506853
7784 12 7.699783
7784 13 13.021303
7784 14 12.389518
7784 15 12.839442
7783 2 11.640749
7783 3 12.182100
7783 4 11.300882
7783 5 11.448291
7783 6 14.687024
7783 7 10.971795
7783 8 18.462608
7783 9 13.282700
7783 10 12.468099
7783 11 6.515080
7783 12 7.878440
7783 13 12.944485
7783 14 12.416873
7783 15 12.829331
7782 2 11.635479
7782 3 12.164997
7782 4 11.312673
7782 5 11.460647
7782 6 14.667766
7782 7 10.978991
7782 8 18.395034
7782 9 13.299538
7782 10 12.505360
7782 11 6.518054
7782 12 7.852467
7782 13 12.975573
7782 14 12.437369
7782 15 12.869367
7781 2 11.628372
7781 3 12.204718
7781 4 11.350141
7781 5 11.456973
7781 6 14.679340
7781 7 10.978375
7781 8 18.447860
7781 9 13.288539
7781 10 12.482755
7781 11 6.527671
7781 12 7.787439
7781 13 13.055259
7781 14 12.382787
7781 15 12.868679
7780 2 11.613244
7780 3 12.219761
7780 4 11.360639
7780 5 11.429701
7780 6 14.644621
7780 7 11.007484
7780 8 18.429454
7780 9 13.272040
7780 10 12.480985
7780 11 6.522084
7780 12 7.748422
7780 13 13.063930
7780 14 12.323184
7780 15 12.852449
7779 2 11.604843
7779 3 12.180522
7779 4 11.317983
7779 5 11.376328
7779 6 14.629429
7779 7 10.970046
7779 8 18.494554
7779 9 13.244297
7779 10 12.460603
7779 11 6.506349
7779 12 7.521873
7779 13 12.927490
7779 14 12.220966
7779 15 12.750003
7778 2 11.576108
7778 3 12.168136
7778 4 11.301514
7778 5 11.411943
7778 6 14.576439
7778 7 10.964788
7778 8 18.373285
7778 9 13.274256
7778 10 12.477686
7778 11 6.524489
7778 12 7.507050
7778 13 12.941449
7778 14 12.211850
7778 15 12.781043
7777 2 11.598319
7777 3 12.173114
7777 4 11.332047
7777 5 11.412807
7777 6 14.645975
7777 7 10.965437
7777 8 18.432927
7777 9 13.282099
7777 10 12.433630
7777 11 6.522357
7777 12 7.491532
7777 13 12.886286
7777 14 12.241403
7777 15 12.788345
7776 2 11.587725
7776 3 12.176019
7776 4 11.278099
7776 5 11.387858
7776 6 14.626154
7776 7 10.933483
7776 8 18.400254
7776 9 13.210204
7776 10 12.483701
7776 11 6.535415
7776 12 7.569144
7776 13 13.028599
7776 14 12.387031
7776 15 12.783082
7775 2 11.569177
7775 3 12.150170
7775 4 11.303070
7775 5 11.397111
7775 6 14.634888
7775 7 10.936186
7775 8 18.494477
7775 9 13.290556
7775 10 12.416539
7775 11 6.528428
7775 12 7.568845
7775 13 12.916073
7775 14 12.279603
7775 15 12.788303
7774 2 11.557100
7774 3 12.112540
7774 4 11.329580
7774 5 11.416609
7774 6 14.666094
7774 7 10.869400
7774 8 18.083998
7774 9 13.181056
7774 10 12.451491
7774 11 6.506543
7774 12 7.529502
7774 13 13.001785
7774 14 12.361188
7774 15 12.736744
7773 2 11.569586
7773 3 12.193933
7773 4 11.307151
7773 5 11.390445
7773 6 14.603269
7773 7 10.933950
7773 8 18.456647
7773 9 13.202465
7773 10 12.434965
7773 11 6.539757
7773 12 7.473763
7773 13 12.951103
7773 14 12.351798
7773 15 12.737384
7772 2 11.580772
7772 3 12.182689
7772 4 11.309272
7772 5 11.417531
7772 6 14.643253
7772 7 10.894774
7772 8 18.190333
7772 9 13.230591
7772 10 12.490205
7772 11 6.524634
7772 12 7.493287
7772 13 12.980407
7772 14 12.357859
7772 15 12.780950
7771 2 11.613073
7771 3 12.124552
7771 4 11.310455
7771 5 11.398211
7771 6 14.626319
7771 7 10.922654
7771 8 18.381121
7771 9 13.270414
7771 10 12.401686
7771 11 6.507752
7771 12 7.540595
7771 13 12.921345
7771 14 12.225914
7771 15 12.769497
7770 2 11.614995
7770 3 12.167012
7770 4 11.366357
7770 5 11.407973
7770 6 14.598383
7770 7 11.015697
7770 8 18.525275
7770 9 13.191173
7770 10 12.493041
7770 11 6.528427
7770 12 7.493165
7770 13 12.963085
7770 14 12.409596
7770 15 12.787493
7769 2 11.595806
7769 3 12.116694
7769 4 11.360511
7769 5 11.412854
7769 6 14.647515
7769 7 10.926768
7769 8 18.407105
7769 9 13.282191
7769 10 12.413511
7769 11 6.501186
7769 12 7.526485
7769 13 12.968002
7769 14 12.344866
7769 15 12.746122
7768 2 11.561576
7768 3 12.183357
7768 4 11.303583
7768 5 11.375557
7768 6 14.559448
7768 7 10.942507
7768 8 18.458143
7768 9 13.242594
7768 10 12.449208
7768 11 6.526380
7768 12 7.496934
7768 13 12.990113
7768 14 12.341952
7768 15 12.780890
7767 2 11.613791
7767 3 12.128952
7767 4 11.329487
7767 5 11.419512
7767 6 14.634385
7767 7 10.935389
7767 8 18.427360
7767 9 13.331913
7767 10 12.457891
7767 11 6.520329
7767 12 7.623527
7767 13 12.987236
7767 14 12.362213
7767 15 12.799773
7766 2 11.637779
7766 3 12.120589
7766 4 11.379627
7766 5 11.417425
7766 6 14.628125
7766 7 11.053540
7766 8 18.416906
7766 9 13.241874
7766 10 12.465498
7766 11 6.513390
7766 12 7.794234
7766 13 12.943136
7766 14 12.345357
7766 15 12.841939
7765 2 11.606832
7765 3 12.200775
7765 4 11.332813
7765 5 11.444414
7765 6 14.619988
7765 7 10.939186
7765 8 18.479045
7765 9 13.387297
7765 10 12.470598
7765 11 6.518118
7765 12 7.620131
7765 13 13.019840
7765 14 12.363347
7765 15 12.813170
7764 2 11.652652
7764 3 12.135760
7764 4 11.321370
7764 5 11.436225
7764 6 14.661190
7764 7 10.964872
7764 8 18.529727
7764 9 13.213343
7764 10 12.469721
7764 11 6.519943
7764 12 7.583095
7764 13 12.970414
7764 14 12.311301
7764 15 12.750645
7763 2 11.631732
7763 3 12.128713
7763 4 11.326901
7763 5 11.462286
7763 6 14.698462
7763 7 10.940858
7763 8 18.464799
7763 9 13.349276
7763 10 12.447478
7763 11 6.521744
7763 12 7.720329
7763 13 13.018830
7763 14 12.332179
7763 15 12.856178
7762 2 11.631306
7762 3 12.166976
7762 4 11.314979
7762 5 11.446388
7762 6 14.676759
7762 7 10.934878
7762 8 18.632179
7762 9 13.336827
7762 10 12.464055
7762 11 6.517571
7762 12 7.750314
7762 13 13.020281
7762 14 12.330811
7762 15 12.856298
7761 2 11.572903
7761 3 12.154714
7761 4 11.294120
7761 5 11.401371
7761 6 14.703364
7761 7 10.898795
7761 8 18.467944
7761 9 13.321810
7761 10 12.418597
7761 11 6.515446
7761 12 7.874648
7761 13 12.927205
7761 14 12.279630
7761 15 12.716155
7760 2 11.563849
7760 3 12.152746
7760 4 11.308690
7760 5 11.374338
7760 6 14.737538
7760 7 10.879326
7760 8 18.463795
7760 9 13.256212
7760 10 12.397543
7760 11 6.539326
7760 12 7.808242
7760 13 12.928247
7760 14 12.227784
7760 15 12.728256
7759 2 11.587781
7759 3 12.141166
7759 4 11.288435
7759 5 11.397107
7759 6 14.587819
7759 7 10.933596
7759 8 18.562403
7759 9 13.278175
7759 10 12.436961
7759 11 6.516939
7759 12 7.919057
7759 13 12.904773
7759 14 12.261682
7759 15 12.732891
7758 2 11.582049
7758 3 12.124167
7758 4 11.280353
7758 5 11.392343
7758 6 14.701262
7758 7 10.864033
7758 8 18.488624
7758 9 13.261497
7758 10 12.390808
7758 11 6.519097
7758 12 7.805442
7758 13 12.915982
7758 14 12.211793
7758 15 12.742854
7757 2 11.599308
7757 3 12.118236
7757 4 11.314059
7757 5 11.434620
7757 6 14.709351
7757 7 10.898800
7757 8 18.474941
7757 9 13.244746
7757 10 12.423237
7757 11 6.492792
7757 12 7.755185
7757 13 12.946454
7757 14 12.236219
7757 15 12.766558
7756 2 11.589354
7756 3 12.155285
7756 4 11.333683
7756 5 11.394193
7756 6 14.675832
7756 7 10.899959
7756 8 18.510082
7756 9 13.357934
7756 10 12.398926
7756 11 6.536433
7756 12 7.536297
7756 13 12.935552
7756 14 12.200400
7756 15 12.785984
7755 2 11.592139
7755 3 12.170163
7755 4 11.310879
7755 5 11.414886
7755 6 14.706529
7755 7 10.903664
7755 8 18.541319
7755 9 13.318354
7755 10 12.396919
7755 11 6.529432
7755 12 7.598106
7755 13 12.901340
7755 14 12.210031
7755 15 12.799865
7754 2 11.587996
7754 3 12.178586
7754 4 11.249122
7754 5 11.370045
7754 6 14.613998
7754 7 10.949956
7754 8 18.507724
7754 9 13.273250
7754 10 12.427149
7754 11 6.510416
7754 12 7.534346
7754 13 12.934440
7754 14 12.296040
7754 15 12.758569
7753 2 11.603555
7753 3 12.154218
7753 4 11.318692
7753 5 11.403597
7753 6 14.651742
7753 7 10.882812
7753 8 18.565571
7753 9 13.284706
7753 10 12.397574
7753 11 6.520894
7753 12 7.550596
7753 13 12.931996
7753 14 12.219194
7753 15 12.740205
7752 2 11.604066
7752 3 12.186973
7752 4 11.286512
7752 5 11.387116
7752 6 14.611428
7752 7 10.939695
7752 8 18.556282
7752 9 13.263412
7752 10 12.453235
7752 11 6.497652
7752 12 7.570750
7752 13 12.933746
7752 14 12.356318
7752 15 12.730429
7751 2 11.577529
7751 3 12.167245
7751 4 11.315136
7751 5 11.378136
7751 6 14.625195
7751 7 10.977205
7751 8 18.336488
7751 9 13.323188
7751 10 12.469366
7751 11 6.515236
7751 12 7.548145
7751 13 12.957552
7751 14 12.252139
7751 15 12.752807
7750 2 11.558857
7750 3 12.169175
7750 4 11.342060
7750 5 11.407121
7750 6 14.584142
7750 7 10.985023
7750 8 18.566748
7750 9 13.335126
7750 10 12.427130
7750 11 6.505735
7750 12 7.518260
7750 13 12.943952
7750 14 12.299301
7750 15 12.768975
7749 2 11.575012
7749 3 12.167427
7749 4 11.326221
7749 5 11.405622
7749 6 14.587884
7749 7 10.950309
7749 8 18.598729
7749 9 13.327641
7749 10 12.466785
7749 11 6.520094
7749 12 7.546802
7749 13 12.958195
7749 14 12.306521
7749 15 12.772184
7748 2 11.568688
7748 3 12.166257
7748 4 11.312272
7748 5 11.399794
7748 6 14.579995
7748 7 10.951579
7748 8 18.543252
7748 9 13.317408
7748 10 12.493762
7748 11 6.519634
7748 12 7.647509
7748 13 12.985473
7748 14 12.327185
7748 15 12.761296
7747 2 11.587494
7747 3 12.149899
7747 4 11.340897
7747 5 11.417046
7747 6 14.664154
7747 7 10.930109
7747 8 18.534675
7747 9 13.333817
7747 10 12.416258
7747 11 6.516028
7747 12 7.504000
7747 13 13.005410
7747 14 12.331204
7747 15 12.771031
7746 2 11.599810
7746 3 12.103435
7746 4 11.301982
7746 5 11.431359
7746 6 14.641519
7746 7 10.877155
7746 8 18.584142
7746 9 13.309638
7746 10 12.430521
7746 11 6.518254
7746 12 7.505076
7746 13 12.957190
7746 14 12.365244
7746 15 12.768060
7745 2 11.623758
7745 3 12.152526
7745 4 11.332069
7745 5 11.455392
7745 6 14.677361
7745 7 10.944502
7745 8 18.568082
7745 9 13.290313
7745 10 12.428371
7745 11 6.516834
7745 12 7.524180
7745 13 12.938026
7745 14 12.254110
7745 15 12.826168
7744 2 11.638821
7744 3 12.143845
7744 4 11.373966
7744 5 11.474664
7744 6 14.684777
7744 7 10.943247
7744 8 18.588550
7744 9 13.307552
7744 10 12.398882
7744 11 6.525168
7744 12 7.852610
7744 13 12.976341
7744 14 12.292388
7744 15 12.853360
7743 2 11.648028
7743 3 12.179464
7743 4 11.309809
7743 5 11.458457
7743 6 14.725368
7743 7 10.963244
7743 8 18.618726
7743 9 13.307625
7743 10 12.445252
7743 11 6.538453
7743 12 7.843270
7743 13 12.946476
7743 14 12.332729
7743 15 12.840778
7742 2 11.587052
7742 3 12.145073
7742 4 11.342901
7742 5 11.433800
7742 6 14.655009
7742 7 10.994136
7742 8 18.784529
7742 9 13.275912
7742 10 12.482671
7742 11 0.090115
7742 12 7.928125
7742 13 13.027101
7742 14 12.375247
7742 15 12.843256
7741 2 11.608241
7741 3 12.177012
7741 4 11.302888
7741 5 11.442593
7741 6 14.606661
7741 7 10.960186
7741 8 18.440011
7741 9 13.323018
7741 10 12.499623
7741 11 6.524912
7741 12 8.022023
7741 13 13.021857
